accession_id,included,Title,Authors,Year,DOI,inclusion_summary,passed_screening,screened_fail_stage,full_text_available,passed_inclusion_criteria,criteria_failed,criteria_fail_reason,Database.ID,Source.title,Document.Type,Cited
A_2224,Y,Global ocean conveyor lowers extinction risk in the deep sea,"Henry, Lea-Anne; Frank, Norbert; Hebbeln, Dierk; Wienberg, Claudia; Robinson, Laura; van de Flierdt, Tina; Dahl, Mikael; Douarin, Melanie; Morrison, Cheryl L.; Lopez Correa, Matthias; Rogers, Alex D.; Ruckelshausen, Mario; Roberts, J. Murray",2014,10.1016/j.dsr.2014.03.004,included,Y,NA,Y,Y,NA,NA,WOS:000337658800002,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,Article,42
A_2225,N,"Spatial analysis of the benthic habitats within the limited-use zones around Vieques, Puerto Rico","Kendall, Matthew S.; Eschelbach, Katherine A.",2006,,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000241443500011,BULLETIN OF MARINE SCIENCE,Article,5
A_2226,N,Genetic variation and genetic structure within metapopulations of two closely related selfing and outcrossing Zingiber species (Zingiberaceae),"Huang, Rong; Zhang, Zong-Dian; Wang, Yu; Wang, Ying-Qiang",2020,10.1093/aobpla/plaa065,screened_by_title,N,title,NA,NA,NA,NA,WOS:000607128300001,AOB PLANTS,Article,9
A_2227,N,Extent of Mangrove Nursery Habitats Determines the Geographic Distribution of a Coral Reef Fish in a South-Pacific Archipelago,"Paillon, Christelle; Wantiez, Laurent; Kulbicki, Michel; Labonne, Maylis; Vigliola, Laurent",2014,10.1371/journal.pone.0105158,screened_by_title,N,title,NA,NA,NA,NA,WOS:000342687200055,PLOS ONE,Article,21
A_2228,N,Vicariance patterns in the Mediterranean Sea:: east-west cleavage and low dispersal in the endemic seagrass Posidonia oceanica,"Arnaud-Haond, Sophie; Migliaccio, Marianna; Diaz-Almela, Elena; Teixeira, Sara; van de Vliet, Mirjiam Susanne; Alberto, Filipe; Procaccini, Gabriele; Duarte, Carlos M.; Serrao, Ester A.",2007,10.1111/j.1365-2699.2006.01671.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000247264800004,JOURNAL OF BIOGEOGRAPHY,Article,157
A_2229,N,"Seasonal, diel, and tidal movements of green jobfish (Aprion virescens, Lutjanidae) at remote Hawaiian atolls:: implications for marine protected area design","Meyer, Carl G.; Papastamatiou, Yannis P.; Holland, Kim N.",2007,10.1007/s00227-007-0647-7,screened_by_title,N,title,NA,NA,NA,NA,WOS:000247308000012,MARINE BIOLOGY,Article,75
A_2231,N,The scale of biodiversity impacts of the Belt and Road Initiative in Southeast Asia,"Ng, Li Shuen; Campos-Arceiz, Ahimsa; Sloan, Sean; Hughes, Alice C.; Tiang, Darrel Chin Fung; Li, Binbin, V; Lechner, Alex M.",2020,10.1016/j.biocon.2020.108691,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000556843900045,BIOLOGICAL CONSERVATION,Article,41
A_2232,N,Vertical limits of host infestation by gnathiid isopods (Isopoda: Gnathiidae) parasitic on Caribbean coral reef fishes,"Nicholson, Matthew D.; Hendrick, Gina C.; Packard, Amber J.; Strobel, Davis L.; Vondriska, Clayton; Sikkel, Paul C.",2020,10.1093/jcbiol/ruaa067,screened_by_title,N,title,NA,NA,NA,NA,WOS:000608482700022,JOURNAL OF CRUSTACEAN BIOLOGY,Article,4
A_2233,N,"Extreme phenotypic polymorphism in the coral genus Pocillopora; micro-morphology corresponds to mitochondrial groups, while colony morphology does not","Marti-Puig, Patricia; Forsman, Zac H.; Haverkort-Yeh, Roxanne D.; Knapp, Ingrid S. S.; Maragos, James E.; Toonen, Robert J.",2014,10.5343/bms.2012.1080,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000331671000008,BULLETIN OF MARINE SCIENCE,Article,53
A_2234,Y,"Regionally isolated populations of an imperiled Caribbean coral, Acropora palmata","Baums, IB; Miller, MW; Hellberg, ME",2005,10.1111/j.1365-294X.2005.02489.x,included,Y,NA,Y,Y,NA,NA,WOS:000228179200010,MOLECULAR ECOLOGY,Article,317
A_2235,N,FINE STRUCTURE OF BLUE-GREEN ALGAE AND THE CELLS LINED ALONG THE ENDOPHYTE CAVITY IN THE CORALLOID ROOT OF CYCAS,ZHU C,1982,,screened_by_title,N,title,NA,NA,NA,NA,BCI:BCI198375040549,Acta Botanica Sinica,Article,6
A_2236,N,LARVAL COMPETENCY OF RED ABALONE (HALIOTIS RUFESCENS): A NEW TIMEFRAME FOR LARVAL DISTRIBUTION,"McCormick, Thomas B.; Buckley, Lorraine M.; Navas, Gabriela; Barber, Gloria; Billups, Brianne; Gill, Vanessa; Jones, Brianna; Peterson, Nicholas; Saylor, Brianna; Sayre, James",2012,10.2983/035.031.0429,screened_by_title,N,title,NA,NA,NA,NA,WOS:000313389200029,JOURNAL OF SHELLFISH RESEARCH,Article,6
A_2237,N,When 'fishing down the food chain' results in improved food security: Evidence from a small pelagic fishery in Solomon Islands,"Roeger, Jessica; Foale, Simon; Sheaves, Marcus",2016,10.1016/j.fishres.2015.10.016,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000367700000027,FISHERIES RESEARCH,Article,38
A_2238,N,Genetic structure of giant clam (Tridacna maxima) populations in the west Pacific is not consistent with dispersal by present-day ocean currents,"Benzie, JAH; Williams, ST",1997,10.2307/2411153,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1997XM06500011,EVOLUTION,Article,158
A_2239,N,"Quantitative contribution of primary food sources for a mangrove food web in Setiu lagoon from East coast of Peninsular Malaysia, stable isotopic (δ13C and δ15N) approach","Le, Quang Dung; Haron, Nurhanan Atiq; Tanaka, Kentaro; Ishida, Akizumi; Sano, Yuji; Luu Viet Dung; Shirai, Kotaro",2017,10.1016/j.rsma.2016.12.013,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000414772400020,REGIONAL STUDIES IN MARINE SCIENCE,Article,15
A_2240,N,"Mesophotic coral ecosystems research strategy: International Workshop to Prioritize Research and Management Needs for Mesophotic Coral Ecosystems: Jupiter, Florida, 12 - 15 July 2008.","Puglise, K.A.; Hinderstein, L.M.; Marr, J.C.A.; Dowgiallo, M.J.; Martinez, F.A.",2009,,screened_by_abstract,N,abstract,NA,NA,NA,NA,ZOOREC:ZOOR14608054817,NOAA Technical Memorandum NOS NCCOS,Article; Meeting,0
A_2241,N,"Lunar, diel, and tidal changes in fish assemblages in an East African marine reserve","Kruse, Maren; Taylor, Marc; Muhando, Christopher A.; Reuter, Hauke",2016,10.1016/j.rsma.2015.05.001,screened_by_title,N,title,NA,NA,NA,NA,WOS:000414755500007,REGIONAL STUDIES IN MARINE SCIENCE,Article,17
A_2242,N,Mechanisms Affecting Recruitment Patterns of Fish and Decapods in Tropical Coastal Ecosystems,"Adams, Aaron J.; Ebersole, John P.",2009,10.1007/978-90-481-2406-0_6,screened_by_title,N,title,NA,NA,NA,NA,WOS:000273776700006,ECOLOGICAL CONNECTIVITY AMONG TROPICAL COASTAL ECOSYSTEMS,Article; Book Chapter,16
A_2243,N,Importance of pneumatophore fringe-mudflat continuum for an estuary-dependent fish species,"Pereira, Juan Alves; Vieira Junior, Alexandre da Gama Fernandes; Lima Guedes, Eden Havila; Terra, Bianca de Freitas; Machado Pessanha, Andre Luiz",2022,10.1080/17451000.2022.2076882,screened_by_title,N,title,NA,NA,NA,NA,WOS:000813348700001,MARINE BIOLOGY RESEARCH,Article,2
A_2244,N,Colonisation of artificial mangroves by reef fishes in a marine seascape,"Nagelkerken, I.; Faunce, C. H.",2007,10.1016/j.ecss.2007.05.030,screened_by_title,N,title,NA,NA,NA,NA,WOS:000250335800014,ESTUARINE COASTAL AND SHELF SCIENCE,Article,31
A_2245,N,Demography of fish populations reveals new challenges in appraising juvenile habitat values,"Kimirei, I. A.; Nagelkerken, I.; Slooter, N.; Gonzalez, E. T.; Huijbers, C. M.; Mgaya, Y. D.; Rypel, A. L.",2015,10.3354/meps11059,screened_by_title,N,title,NA,NA,NA,NA,WOS:000347720100016,MARINE ECOLOGY PROGRESS SERIES,Article,21
A_2246,N,Nutrient History Affects the Response and Resilience of the Tropical Seagrass Halophila stipulacea to Further Enrichment in Its Native Habitat,"Helber, Stephanie B.; Winters, Gidon; Stuhr, Marleen; Belshe, E. F.; Brohl, Stefanie; Schmid, Michael; Reuter, Hauke; Teichberg, Mirta",2021,10.3389/fpls.2021.678341,screened_by_title,N,title,NA,NA,NA,NA,WOS:000685032400008,FRONTIERS IN PLANT SCIENCE,Article,9
A_2247,N,Protecting Great Barrier Reef resilience through effective management of crown-of-thorns starfish outbreaks,"Matthews, Samuel A.; Williamson, David H.; Beeden, Roger; Emslie, Michael J.; Abom, Rickard T. M.; Beard, Daniel; Bonin, Mary; Bray, Peran; Campili, Adriana R.; Ceccarelli, Daniela M.; Fernandes, Leanne; Fletcher, Cameron S.; Godoy, Dan; Hemingson, Christopher R.; Jonker, Michelle J.; Lang, Bethan J.; Morris, Sheriden; Mosquera, Enrique; Phillips, Gareth L.; Sinclair-Taylor, Tane H.; Taylor, Sascha; Tracey, Dieter; Wilmes, Jennifer C.; Quincey, Richard",2024,10.1371/journal.pone.0298073,screened_by_title,N,title,NA,NA,NA,NA,WOS:001209049000022,PLOS ONE,Article,0
A_2248,N,Linking ecosystem condition and landscape context in the conservation of ecosystem multifunctionality,"Gaines, Lucy A. Goodridge; Olds, Andrew D.; Henderson, Christopher J.; Connolly, Rod M.; Schlacher, Thomas A.; Jones, Tyson R.; Gilby, Ben L.",2020,10.1016/j.biocon.2020.108479,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000526787100025,BIOLOGICAL CONSERVATION,Article,17
A_2249,N,Are island-like systems biologically similar to islands? A review of the evidence,"Itescu, Yuval",2019,10.1111/ecog.03951,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000473712400004,ECOGRAPHY,Review,84
A_2250,N,Vegetative and productive aspects of organically grown coffee cultivars under shaded and unshaded systems,"Freire Ricci, Marta dos Santos; Costa Rouws, Janaina Ribeiro; de Oliveira, Nelson Geraldo; Rodrigues, Marinete Bezerra",2011,10.1590/S0103-90162011000400006,screened_by_title,N,title,NA,NA,NA,NA,WOS:000294369700006,SCIENTIA AGRICOLA,Article,6
A_2251,N,Diversity and spatial heterogeneity of mangrove associated sponges of Curacao and Aruba,"Hunting, Ellard R.; van Soest, Rob W. M.; van der Geest, Harm G.; Vos, Anne; Debrot, Adolphe O.",2008,10.1163/18759866-07704001,screened_by_title,N,title,NA,NA,NA,NA,WOS:000262596100001,CONTRIBUTIONS TO ZOOLOGY,Article,19
A_2252,N,"Larval ecology of a suite of snappers (family: Lutjanidae) in the Straits of Florida, western Atlantic Ocean","D'Alessandro, E. K.; Sponaugle, S.; Serafy, J. E.",2010,10.3354/meps08632,screened_by_title,N,title,NA,NA,NA,NA,WOS:000280768000012,MARINE ECOLOGY PROGRESS SERIES,Article,44
A_2253,N,BUMBLEBEE FORAGING AT A HUMMINGBIRD FLOWER - REWARD ECONOMICS AND FLORAL CHOICE,"PLEASANTS, JM; WASER, NM",1985,10.2307/2425603,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1985AUY6800008,AMERICAN MIDLAND NATURALIST,Article,32
A_2254,N,Dynamic aspects of spermiogenic chromatin condensation patterning by phase separation during the histone-to-protamine transition in charalean algae and relation to bryophytes,"Kasinsky, H. E.; Ellis, S.; Martens, G.; Ausio, J.",2014,10.1016/j.tice.2014.07.003,screened_by_title,N,title,NA,NA,NA,NA,WOS:000346432900002,TISSUE & CELL,Article,11
A_2255,N,"Pair Formation and Reproductive Behavior in the Egg Cowry Ovula ovum (Gastropoda: Ovulidae) in Southern Kyushu, Japan","Kawai, Kei",2010,,screened_by_title,N,title,NA,NA,NA,NA,BCI:BCI201100114792,Venus (Tokyo),Article,2
A_2256,N,Timing and causes of forest fire at the K-Pg boundary,"Santa Catharina, A.; Kneller, B. C.; Marques, J. C.; McArthur, A. D.; Cevallos-Ferriz, S. R. S.; Theurer, T.; Kane, I. A.; Muirhead, D.",2022,10.1038/s41598-022-17292-y,screened_by_title,N,title,NA,NA,NA,NA,WOS:000833335700037,SCIENTIFIC REPORTS,Article,2
A_2257,N,"Fish assemblages in seagrass habitats of the Florida keys, Florida: Spatial and temporal characteristics","Acosta, A.; Bartels, C.; Colvocoresses, J.; Greenwood, M. F. D.",2007,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000248356500001,BULLETIN OF MARINE SCIENCE,Article,22
A_2258,N,Quantifying fisheries ecosystem services of mangroves and tropical artificial urban shorelines,"Benzeev, Rayna; Hutchinson, Neil; Friess, Daniel A.",2017,10.1007/s10750-017-3299-8,screened_by_title,N,title,NA,NA,NA,NA,WOS:000412971700015,HYDROBIOLOGIA,Article,28
A_2259,N,The importance of sexual and asexual reproduction in the recent evolution of Allium vineale,"Ceplitis, A",2001,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000171149800007,EVOLUTION,Article,48
A_2260,N,Ecological aspects of sponges in mesophotic coral ecosystems,"Rivero Calle, Sara",2010,,screened_by_title,N,title,NA,NA,NA,NA,PQDT:58030523,,Dissertation/Thesis,0
A_2261,N,Revisiting Spawning Aggregations: Definitions and Challenges,"Domeier, Michael L.",2012,10.1007/978-94-007-1980-4_1,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000301515300001,"REEF FISH SPAWNING AGGREGATIONS: BIOLOGY, RESEARCH AND MANAGEMENT",Article; Book Chapter,75
A_2262,N,Patterns of distribution and abundance of bonefish larvae Albula spp. (Albulidae) in the western Caribbean and adjacent areas,"Vasquez-Yeomans, Lourdes; Sosa-Cordero, Eloy; Lara, Monica R.; Adams, Aaron J.; Cohuo, Jose A.",2009,10.1007/s10228-009-0098-x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000268428500007,ICHTHYOLOGICAL RESEARCH,Article,13
A_2263,N,"Animal-plant defense association: The soft coral Sinularia sp. (Cnidaria, Alcyonacea) protects Halimeda spp. from herbivory","Quenga Kerr, Jo Nita; Paul, Valerie J.",1995,,screened_by_abstract,N,abstract,NA,NA,NA,NA,BCI:BCI199598278716,Journal of Experimental Marine Biology and Ecology,Article,0
A_2264,N,"Larval supply to a marine reserve and adjacent fished area in the Soufriere Marine Management Area, St Lucia, West Indies","Valles, H; Sponaugle, S; Oxenford, HA",2001,10.1006/jfbi.2001.1763,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000173541100009,JOURNAL OF FISH BIOLOGY,Article; Proceedings Paper,39
A_2265,N,Estuarine benthic habitats provide an important ecosystem service regulating the nitrogen cycle,"Fortune, Julia; Butler, Edward C. V.; Gibb, Karen",2023,10.1016/j.marenvres.2023.106121,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:001050778600001,MARINE ENVIRONMENTAL RESEARCH,Article,2
A_2266,N,A Test for Shelter Limitation of Reef Fish Populations at Large Spatial Scales: An Integrated Empirical and Theoretical Approach,"Forrester, Graham",2002,,screened_by_title,N,title,NA,NA,NA,NA,GRANTS:13502155,,Awarded Grant,0
A_2267,N,"Reproductive phenology across the lunar cycle: parental decisions, offspring responses, and consequences for reef fish","Shima, Jeffrey S.; Osenberg, Craig W.; Alonzo, Suzanne H.; Noonburg, Erik G.; Mitterwallner, Pauline; Swearer, Stephen E.",2020,10.1002/ecy.3086,screened_by_title,N,title,NA,NA,NA,NA,WOS:000534370200001,ECOLOGY,Article,25
A_2268,Y,Effects of ocean acidification on larval swimming behaviour of the cold-water coral Desmophyllum pertusum,"Rakka, Maria; Carreiro-Silva, Marina; Larsson, Ann I",2024,https://doi.org/10.1594/PANGAEA.966520,included,Y,NA,Y,Y,NA,NA,DRCI:DATA2024130030097622,PANGAEA,Data set,0
A_2270,N,"3rd EMBRIO International Workshop on Marine Biodiversity: Understanding, Utilization, Conservation",IOP,2019,10.1088/1755-1315/278/1/012001,screened_by_abstract,N,abstract,NA,NA,NA,NA,BCI:BCI201900945475,"3rd EMBRIO International Workshop on Marine Biodiversity: Understanding, Utilization, Conservation",Book; Meeting,0
A_2271,N,Exploited species impacts on trophic linkages along reef-seagrass interfaces in the Florida keys,"Valentine, John F.; Heck, Kenneth L.; Blackmon, Derrick, Jr.; Goecker, Margene E.; Christian, Juliet; Kroutil, Ryan M.; Peterson, Bradley J.; Vanderklift, Mathew A.; Kirsch, Kevin D.; Beck, Mike",2008,10.1890/07-1720.1,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000258413600015,ECOLOGICAL APPLICATIONS,Article,53
A_2272,N,Regional-scale patterns and predictors of species richness and abundance across twelve major tropical inter-reef taxa,"Sutcliffe, P. R.; Mellin, C.; Pitcher, C. R.; Possingham, H. P.; Caley, M. J.",2014,10.1111/j.1600-0587.2013.00102.x,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000329927800008,ECOGRAPHY,Article,15
A_2273,N,Contamination of marine fauna by chlordecone in Guadeloupe: evidence of a seaward decreasing gradient,"Dromard, Charlotte R.; Guene, Mathilde; Bouchon-Navaro, Yolande; Lemoine, Soazig; Cordonnier, Sebastien; Bouchon, Claude",2018,10.1007/s11356-017-8924-6,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000433495500003,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Article,15
A_2274,N,Analysis of southeast Australian zooplankton observations of 1938-42 using synoptic oceanographic conditions,"Baird, Mark E.; Everett, Jason D.; Suthers, Iain M.",2011,10.1016/j.dsr2.2010.06.002,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000288728700013,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Article,20
A_2275,N,The Life and Death of Perforate Corals: Micro-Community Structure within the Skeleton,"Furby, Kathryn Anne",2017,,screened_by_abstract,N,abstract,NA,NA,NA,NA,PQDT:59627159,,Dissertation/Thesis,0
A_2276,N,Reproduction in the sea pen Funiculina quadrangularis (Anthozoa: Pennatulacea) from the west coast of Scotland,"Edwards, Daniel C. B.; Moore, Colin G.",2009,10.1016/j.ecss.2009.01.006,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000264472100017,ESTUARINE COASTAL AND SHELF SCIENCE,Article,27
A_2277,N,"Review of Macropodia in the Black Sea supported by molecular barcoding data; with the redescription of the type material, observations on ecology and epibiosis of Macropodia czernjawskii (Brandt, 1880) and notes on other Atlanto-Mediterranean species of Macropodia Leach, 1814 (Crustacea, Decapoda, Inachidae)","Spiridonov, Vassily A.; Simakova, Ulyana, V; Anosov, Sergey E.; Zalota, Anna K.; Timofeev, Vitaly A.",2020,10.3897/zse.96.48342,screened_by_title,N,title,NA,NA,NA,NA,WOS:000567289200006,ZOOSYSTEMATICS AND EVOLUTION,Review,4
A_2278,N,Dispersal of Grouper Larvae Drives Local Resource Sharing in a Coral Reef Fishery,"Almany, Glenn R.; Hamilton, Richard J.; Bode, Michael; Matawai, Manuai; Potuku, Tapas; Saenz-Agudelo, Pablo; Planes, Serge; Berumen, Michael L.; Rhodes, Kevin L.; Thorrold, Simon R.; Russ, Garry R.; Jones, Geoffrey P.",2013,10.1016/j.cub.2013.03.006,screened_by_title,N,title,NA,NA,NA,NA,WOS:000317371200029,CURRENT BIOLOGY,Article,121
A_2279,N,Reproduction in the sea pen Pennatula phosphorea (Anthozoa: Pennatulacea) from the west coast of Scotland,"Edwards, D. C. B.; Moore, C. G.",2008,10.1007/s00227-008-1028-6,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000258576500006,MARINE BIOLOGY,Article,24
A_2280,N,Determining Optimal Bulb Storage and Production Methods for Successful Forcing of Cut Pineapple Lily,"Carlson, Alicain S.; Dole, John M.",2015,10.21273/HORTTECH.25.5.608,screened_by_title,N,title,NA,NA,NA,NA,WOS:000364262200002,HORTTECHNOLOGY,Article,5
A_2281,Y,Estimating the potential for coral adaptation to global warming across the Indo-West Pacific,"Matz, Mikhail V.; Treml, Eric A.; Haller, Benjamin C.",2020,10.1111/gcb.15060,included,Y,NA,Y,Y,NA,NA,WOS:000525893600001,GLOBAL CHANGE BIOLOGY,Article,44
A_2282,N,Thermal and menthol stress induce different cellular events during sea anemone bleaching,"Dani, Vincent; Priouzeau, Fabrice; Pagnotta, Sophie; Carette, Diane; Laugier, Jean-Pierre; Sabourault, Cecile",2016,10.1007/s13199-016-0406-y,screened_by_title,N,title,NA,NA,NA,NA,WOS:000381763200006,SYMBIOSIS,Article,14
A_2283,N,NICOTINE-INDUCED RESPONSE IN GUINEA-PIG AORTA ENHANCED BY GONIOPORA TOXIN,"IKUSHIMA, S; MURAMATSU, I; FUJIWARA, M",1982,,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1982PV83800032,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,Article,10
A_2284,N,"Congruence between microsatellite loci, SNPs, and COI gen reveals a phylogeographic break in the southern Caribbean Sea: The case of West Indian top shell Cittarium pica (Gastropoda: Tegulidae)","Barandica, Juan Carlos Narvaez; Quintero-Galvis, Julian F.; Vargas, Ana Caruso; Cervantes, German Blanco; Pabon, Juan Carlos Aguirre; Garcia, Lyda Castro; Betancur, R. Ricardo; Acero, P. Arturo",2024,10.1016/j.fishres.2023.106857,screened_by_title,N,title,NA,NA,NA,NA,WOS:001083198600001,FISHERIES RESEARCH,Article,0
A_2285,N,MODIS-derived spatiotemporal water clarity patterns in optically shallow Florida Keys waters: A new approach to remove bottom contamination,"Barnes, Brian B.; Hu, Chuanmin; Schaeffer, Blake A.; Lee, Zhongping; Palandro, David A.; Lehrter, John C.",2013,10.1016/j.rse.2013.03.016,screened_by_title,N,title,NA,NA,NA,NA,WOS:000319233200029,REMOTE SENSING OF ENVIRONMENT,Article,71
A_2286,N,"Comparison of catch, CPUE and length distribution of spawning aggregations of mutton snapper (Lutjanus analis) and grey triggerfish (Balistes capriscus) on a Mesoamerican coral reef","Manuel Castro-Perez, Jose; Ernesto Arias-Gonzalez, Jesus; Acosta-Gonzalez, Gilberto; Defeo, Omar",2018,10.3856/vol46-issue4-fulltext-9,screened_by_title,N,title,NA,NA,NA,NA,WOS:000443956100009,LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,Article,5
A_2287,N,Review on hard coral recruitment (Cnidaria: Scleractinia) in Colombia.,"Acosta, Alberto; Duenas, Luisa F.; Pizarro, Valeria",2011,,excluded_criteria_1,Y,NA,Y,N,1,Review,ZOOREC:ZOOR14804029983,Universitas Scientiarum,Article,8
A_2288,N,Metabolism of a tide-dominated reef platform subject to extreme diel temperature and oxygen variations,"Gruber, Renee K.; Lowe, Ryan J.; Falter, James L.",2017,10.1002/lno.10527,screened_by_title,N,title,NA,NA,NA,NA,WOS:000404993100026,LIMNOLOGY AND OCEANOGRAPHY,Article,34
A_2289,N,"MONITORING THE REPLENISHMENT OF CORAL TROUT (PISCES, SERRANIDAE) POPULATIONS","DOHERTY, PJ; FOWLER, AJ; SAMOILYS, MA; HARRIS, DA",1994,,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1994NG91900025,BULLETIN OF MARINE SCIENCE,Article,43
A_2290,Y,Recruitment and Resilience of a Harvested Caribbean Octocoral,"Lasker, Howard R.",2013,10.1371/journal.pone.0074587,included,Y,NA,Y,Y,NA,NA,WOS:000324856500088,PLOS ONE,Article,17
A_2291,N,Larval Export from Marine Reserves and the Recruitment Benefit for Fish and Fisheries,"Harrison, Hugo B.; Williamson, David H.; Evans, Richard D.; Almany, Glenn R.; Thorrold, Simon R.; Russ, Garry R.; Feldheim, Kevin A.; van Herwerden, Lynne; Planes, Serge; Srinivasan, Maya; Berumen, Michael L.; Jones, Geoffrey P.",2012,10.1016/j.cub.2012.04.008,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000305034900026,CURRENT BIOLOGY,Article,423
A_2292,N,Ontogenetic changes in retinal structure and visual acuity: A comparative study of coral-reef teleosts with differing post-settlement lifestyles,"Shand, J",1997,10.1023/A:1007353003066,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1997XH65500004,ENVIRONMENTAL BIOLOGY OF FISHES,Article,84
A_2293,N,Effects of physical environmental conditions on the patch dynamics of Dictyota pulchella and Lobophora variegata on Caribbean coral reefs,"Renken, Henk; Mumby, Peter J.; Matsikis, Iakovos; Edwards, Helen J.",2010,10.3354/meps08441,screened_by_title,N,title,NA,NA,NA,NA,WOS:000276799000006,MARINE ECOLOGY PROGRESS SERIES,Article,33
A_2303,N,Kin recognition in embryonic damselfishes,"Atherton, Jennifer Ann; McCormick, Mark Ian",2017,10.1111/oik.03597,screened_by_title,N,title,NA,NA,NA,NA,WOS:000404628700015,OIKOS,Article,12
A_2304,N,"Reproductive characteristics and gamete development of the soft coral Sclerophytum cf. heterospiculatum in Okinawa Island, Japan","Jamodiong, Emmeline. A. A.; Reimer, James Davis",2023,10.1111/ivb.12404,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:001000057300001,INVERTEBRATE BIOLOGY,Article,2
A_2311,N,Beyond corals and fish: the effects of climate change on noncoral benthic invertebrates of tropical reefs,"Przeslawski, Rachel; Ahyong, Shane; Byrne, Maria; Woerheide, Gert; Hutchings, Pat",2008,10.1111/j.1365-2486.2008.01693.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000261061000001,GLOBAL CHANGE BIOLOGY,Review,263
A_2312,N,LARVAL PRODUCTION DRIVES TEMPORAL PATTERNS OF LARVAL SUPPLY AND RECRUITMENT OF A CORAL-REEF DAMSELFISH,"MEEKAN, MG; MILICICH, MJ; DOHERTY, PJ",1993,10.3354/meps093217,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1993KW96800002,MARINE ECOLOGY PROGRESS SERIES,Article,125
A_2313,N,"Coastal Circulation and Water-Column Properties in the National Park of American Samoa, February-July 2015.","Storlazzi, Curt D.; Cheriton, Olivia M.; Rosenberger, Kurt J.; Logan, Joshua B.; Clark, Timothy B.",2017,,screened_by_abstract,N,abstract,NA,NA,NA,NA,ZOOREC:ZOOR15412081224,U S Geological Survey Open-File Report,Article,1
A_2314,N,"Ingress and settlement in the Nassau grouper, Epinephelus striatus (Pisces: Serranidae), with relationship to spawning occurrence","Colin, PL; Laroche, WA; Brothers, EB",1997,,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1997XT89600004,BULLETIN OF MARINE SCIENCE,Article,39
A_2315,N,Environmental influences on patterns of larval replenishment in coral reef fishes,"Wilson, DT; Meekan, MG",2001,10.3354/meps222197,screened_by_title,N,title,NA,NA,NA,NA,WOS:000172516300017,MARINE ECOLOGY PROGRESS SERIES,Article,27
A_2316,N,PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,"ROBERTSON, DR",1992,10.1007/BF00357250,screened_by_title,N,title,NA,NA,NA,NA,WOS:A1992KB47800002,MARINE BIOLOGY,Article,103
A_2317,N,Structures and chemical compounds causing integumentary inhibition of Erythrina corallodendron seeds in Algeria,"Belaid, Faiza; Amrani, Said; Bloem, Elke; Belkebir, Aicha",2020,10.12905/0380.phyton60-2020-0161,screened_by_title,N,title,NA,NA,NA,NA,WOS:000621546600012,PHYTON-ANNALES REI BOTANICAE,Article,0
A_2318,N,"Causes of seasonal and decadal variability in a tropical seagrass seascape (Reunion Island, south western Indian Ocean)","Cuvillier, A.; Villeneuve, N.; Cordier, E.; Kolasinski, J.; Maurel, L.; Farnier, N.; Frouin, P.",2017,10.1016/j.ecss.2016.10.046,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000392778300010,ESTUARINE COASTAL AND SHELF SCIENCE,Article,16
